,Frequency,MCT Signal (mV)
0,0.046059859224981424,0.45341546815042655
1,0.14957583150380582,0.500214472572621
2,0.5470201837853458,0.5470134769948153
3,1.220348847507241,0.5938124814170096
4,2.194253705965355,0.640611485839204
5,2.858085491496524,0.6874104902613983
6,3.3856370749909064,0.7342094946835926
7,3.412703177834452,0.7810084991057871
8,2.7816356220612457,0.8278075035279814
9,1.9164700188868538,0.8746065079501758
10,1.1947072763923057,0.9214055123723701
11,0.649586468245098,0.9682045167945644
12,0.40029341573875554,1.0150035212167587
13,0.2450194573205206,1.0618025256389532
14,0.15005067541334136,1.1086015300611476
15,0.09306940626903451,1.1554005344833418
16,0.06125486433013015,1.2021995389055362
17,0.0394120444914789,1.2489985433277306
18,0.019468600290971503,1.2957975477499248
19,0.0033239073667512323,1.3425965521721195
