,Frequency,MCT Signal (mV)
0,0.003912133767535935,1.280739590979696
1,0.028036958667340958,1.3489035860044947
2,0.11084379008018518,1.417067581029293
3,0.34361574924857297,1.4852315760540917
4,0.7253748027306213,1.5533955710788905
5,1.2078713007267239,1.6215595661036892
6,1.7278590806617105,1.6897235611284875
7,2.1888388429363554,1.7578875561532863
8,2.416394623748029,1.826051551178085
9,2.2211139465185346,1.8942155462028838
10,1.7004741442889586,1.962379541227682
11,1.0419316267537373,2.030543536252481
12,0.5274860363227619,2.0987075312772796
13,0.19430264378761938,2.166871526302078
14,0.07270048584670946,2.2350355213268767
15,0.06324616257516429,2.3031995163516754
16,0.04368549373748461,2.371363511376474
17,0.02640690293086756,2.439527506401273
18,0.014018479333670524,2.5076915014260717
19,0.012388423597197126,2.57585549645087
