,Frequency,MCT Signal (mV)
0,0.043820357341390295,0.5619269952574291
1,0.27996339412554794,0.5893115277625199
2,0.8325867894864156,0.6166960602676108
3,1.403062923023404,0.6440805927727018
4,2.3598073916437494,0.6714651252777927
5,3.184279300141028,0.6988496577828835
6,4.124794006783089,0.7262341902879745
7,4.782099366903925,0.7536187227930654
8,4.829165676640993,0.7810032552981563
9,4.554071211108932,0.8083877878032473
10,3.616802456862514,0.8357723203083381
11,2.4425791777330517,0.863156852813429
12,1.709805424413136,0.89054138531852
13,1.1036238145238992,0.9179259178236109
14,0.6037471455924884,0.9453104503287018
15,0.3749075016985614,0.9726949828337927
16,0.17609291746447508,1.0000795153388835
17,0.06735351220991498,1.0274640478439745
18,0.02353315486852413,1.0548485803490655
19,0.00486892859348783,1.0822331128541565
