,Frequency,MCT Signal (mV)
0,0.005102393763006937,0.893321217838486
1,0.049323139709067064,0.919452743456916
2,0.35121477068697754,0.945584269075346
3,1.2960080158037677,0.971715794693776
4,2.63198478275109,0.9978473203122058
5,4.201821263836213,1.0239788459306358
6,4.862581256145611,1.0501103715490658
7,4.952723545958734,1.0762418971674959
8,4.310672330780361,1.1023734227859259
9,3.6261011675769304,1.128504948404356
10,2.9525851908600145,1.154636474022786
11,2.350502726825196,1.180767999641216
12,2.0809262563463293,1.206899525259646
13,1.6905931334762987,1.233031050878076
14,1.4414262380494598,1.259162576496506
15,0.9107772866967383,1.285294102114936
16,0.40138830935654574,1.311425627733366
17,0.12670944511467336,1.337557153351796
18,0.02040957505202775,1.3636886789702258
19,0.005102393763006937,1.3898202045886558
