,Frequency,MCT Signal (mV)
0,0.010998310679067019,0.693150899453562
1,0.14243491237458397,0.8568123973439536
2,0.5143407512630358,1.0204738952343453
3,0.8794575094853966,1.1841353931247371
4,1.052986411310675,1.3477968910151288
5,1.0036976856748576,1.5114583889055204
6,0.843068037115149,1.6751198867959123
7,0.6345074790528422,1.8387813846863041
8,0.4206514380709839,2.0024428825766956
9,0.2484803523789207,2.1661043804670874
10,0.15709932661334033,2.3297658783574793
11,0.0921957154455126,2.4934273762478707
12,0.05431264532872584,2.6570888741382626
13,0.028785702024224848,2.8207503720286544
14,0.015207540692043317,2.984411869919046
15,0.005974390986159842,3.1480733678094377
16,0.0024440690397926758,3.3117348656998296
17,0.00203672419982723,3.475396363590221
18,0.0010862529065745169,3.639057861480613
19,0.00040734483996544596,3.8027193593710047
