,Frequency,MCT Signal (mV)
0,0.04380354896559222,0.6020160002486711
1,0.3286643642512679,0.6826791751916139
2,0.9419140497695587,0.7633423501345569
3,1.6554435580770064,0.8440055250774998
4,2.0086268899882573,0.9246687000204427
5,1.9328660348590885,1.0053318749633857
6,1.6240372399507308,1.0859950499063284
7,1.1931645947797511,1.1666582248492714
8,0.8366753346446744,1.2473213997922143
9,0.586526765709095,1.3279845747351573
10,0.4041497253617849,1.4086477496781002
11,0.28127939304320543,1.489310924621043
12,0.19863118744774838,1.5699740995639861
13,0.13829799736306514,1.6506372745069289
14,0.09752488260263928,1.7313004494498716
15,0.06281263625254734,1.8119636243928148
16,0.031681812144925194,1.8926267993357575
17,0.017631617193697453,1.9732899742787007
18,0.00909130261550035,2.0539531492216434
19,0.004407904298424363,2.134616324164586
