,Frequency,MCT Signal (mV)
0,0.015108949693552715,1.1912862700963662
1,0.1450802555801366,1.3207165478601497
2,0.40656810084469125,1.450146825623933
3,0.6457359067892234,1.5795771033877162
4,0.7226541961382202,1.7090073811514996
5,0.6527753038055388,1.8384376589152829
6,0.5863302636759378,1.9678679366790661
7,0.5655554578473028,2.0972982144428496
8,0.6544922299070767,2.226728492206633
9,0.7365612975606949,2.356158769970416
10,0.7592247221010239,2.4855890477341998
11,0.6778424248880242,2.6150193254979825
12,0.4803959232109147,2.7444496032617662
13,0.33050827454646453,2.8738798810255495
14,0.17667169584847436,3.0033101587893327
15,0.09271400948316438,3.1327404365531164
16,0.046013619521274175,3.262170714316899
17,0.022491731930175063,3.391600992080683
18,0.0075544748467763325,3.521031269844466
19,0.0018886187116940894,3.6504615476082494
